Url,Ranking
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/hub-spoke,241
https://docs.microsoft.com/azure/architecture/reference-architectures/microservices/aks,240
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/azure-ad,239
https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/secure-vnet-dmz,238
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/basic-web-app,237
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/multi-region,236
https://docs.microsoft.com/azure/architecture/reference-architectures/enterprise-integration/basic-enterprise-integration,235
https://docs.microsoft.com/azure/architecture/reference-architectures/iot/,234
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/shared-services,233
https://docs.microsoft.com/azure/architecture/reference-architectures/data/enterprise-bi-adf,232
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adds-extend-domain,231
https://docs.microsoft.com/azure/architecture/reference-architectures/data/enterprise-bi-synapse,230
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/advanced-analytics-on-big-data,229
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/modern-data-warehouse,228
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/vpn,227
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/,226
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/scalable-web-app,225
https://docs.microsoft.com/azure/architecture/example-scenario/apps/devops-dotnet-webapp,224
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/web-app,223
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/,222
https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/nva-ha,221
https://docs.microsoft.com/azure/architecture/reference-architectures/enterprise-integration/queues-events,220
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/expressroute,219
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/n-tier-sql-server,218
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adfs,217
https://docs.microsoft.com/azure/architecture/reference-architectures/microservices/service-fabric,216
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/app-monitoring,215
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scalable-ecommerce-web-app,214
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/multi-region-sql-server,213
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/expressroute-vpn-failover,212
https://docs.microsoft.com/azure/architecture/reference-architectures/data/stream-processing-databricks,211
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/azure-devops-continuous-integration-and-continuous-deployment-for-azure-web-apps,210
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/video-rendering,209
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/cloud-automation,208
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/windows-vm,207
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/vnet-peering,206
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/conversational-bot,205
https://docs.microsoft.com/azure/architecture/example-scenario/data/realtime-analytics-vehicle-iot,204
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/real-time-recommendation,203
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/backup-archive-on-premises,202
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cicd-for-azure-vms,201
https://docs.microsoft.com/azure/architecture/example-scenario/data/data-warehouse,200
https://docs.microsoft.com/azure/architecture/reference-architectures/data/stream-processing-stream-analytics,199
https://docs.microsoft.com/azure/architecture/reference-architectures/iot,198
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/backup-archive-on-premises-applications,197
https://docs.microsoft.com/azure/architecture/example-scenario/apps/devops-with-aks,196
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hybrid-connectivity,195
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/event-processing,194
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adds-forest,193
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cicd-for-containers,192
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/multi-tier-app-disaster-recovery,191
https://docs.microsoft.com/azure/architecture/example-scenario/apps/hpc-saas,190
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/service-fabric-microservices,189
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/disaster-recovery-enterprise-scale-dr,188
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/sap-s4hana,187
https://docs.microsoft.com/azure/architecture/example-scenario/apps/ecommerce-scenario,186
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cross-cloud-scaling,185
https://docs.microsoft.com/azure/architecture/example-scenario/apps/decentralized-trust,184
https://docs.microsoft.com/azure/architecture/example-scenario/apps/telehealth-system,183
https://docs.microsoft.com/azure/architecture/example-scenario/data/hybrid-etl-with-adf,182
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/real-time-analytics,181
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/hana-large-instances,180
https://docs.microsoft.com/azure/architecture/example-scenario/apps/fully-managed-secure-apps,179
https://docs.microsoft.com/azure/architecture/example-scenario/apps/apim-api-scenario,178
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/linux-vm,177
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/sap-netweaver,176
https://docs.microsoft.com/azure/architecture/example-scenario/apps/jenkins,175
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/training-python-models,174
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/ai-at-the-edge,173
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/anomaly-detector-process,172
https://docs.microsoft.com/azure/architecture/example-scenario/apps/publish-internal-apis-externally,171
https://docs.microsoft.com/azure/architecture/example-scenario/ai/commerce-chatbot,170
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/application-integration-using-event-grid,169
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking,168
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/blockchain-workflow-application,167
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/container-cicd-using-jenkins-and-kubernetes-on-azure-container-service,166
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/batch-scoring-databricks,165
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/mlops-python,164
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/wordpress,163
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/n-tier-cassandra,162
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/training-deep-learning,161
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/modern-customer-support-portal-powered-by-an-agile-business-process,160
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/disaster-recovery-smb-azure-site-recovery,159
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/build-high-availability-into-your-bcdr-strategy,158
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/backup-archive-cloud-application,157
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cloud-scale-analytics-with-discovery-hub,156
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/batch-scoring-python,155
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/real-time-web-dashboard,154
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/microservices-with-aks,153
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scalable-web-apps,152
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/dev-test-paas,151
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/anomaly-detection-in-real-time-data-streams,150
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/iot-devices,149
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/realtime-scoring-python,148
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/ecommerce-website-running-in-secured-ase,147
https://docs.microsoft.com/azure/architecture/example-scenario/data/fraud-detection,146
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/image-modeling,145
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/immutable-infrastructure-cicd-using-jenkins-and-terraform-on-azure-virtual-architecture-overview,144
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/batch-scoring-deep-learning,143
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/azure-iot-subsystems,142
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/secure-devops-for-kubernetes,141
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/facilities-management-powered-by-mixed-reality-and-iot,140
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/personalized-marketing,139
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/predictive-marketing-campaigns-with-machine-learning-and-spark,138
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/migrate-existing-applications-with-aks,137
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-media-video,136
https://docs.microsoft.com/azure/architecture/reference-architectures/sharepoint/,135
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/hpc-cfd,134
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/ai-at-the-edge-disconnected,133
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/linux-vdi-citrix,132
https://docs.microsoft.com/azure/architecture/example-scenario/data/big-data-with-iot,131
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/collaborative-design-review-powered-by-mixed-reality,130
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/tiered-data-for-analytics,129
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/adding-a-modern-web-and-mobile-frontend-to-a-legacy-claims-processing-application,128
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/supply-chain-track-and-trace,127
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/dev-test-iaas,126
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/retail-and-e-commerce-using-cosmos-db,125
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/data-sovereignty-and-gravity,124
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/extract-transform-and-load-using-hdinsight,123
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/image-classification-with-convolutional-neural-networks,122
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/iot-using-cosmos-db,121
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scale-using-aks-with-aci,120
https://docs.microsoft.com/azure/architecture/example-scenario/apps/sap-dev-test,119
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/dev-test-microservice,118
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/data-streaming-scenario,117
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/custom-mobile-workforce-app,116
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-media-live-stream,115
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hybrid-identity,114
https://docs.microsoft.com/azure/architecture/example-scenario/apps/ecommerce-search,113
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/onboarding-customers-with-a-cloud-native-serverless-architecture,112
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/security-compliance-blueprint-hipaa-hitrust-health-data-ai,111
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/demand-forecasting,110
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hybrid-ci-cd,109
https://docs.microsoft.com/azure/architecture/example-scenario/apps/sap-production,108
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/information-discovery-with-deep-learning-and-nlp,107
https://docs.microsoft.com/azure/architecture/example-scenario/ai/intelligent-apps-image-processing,106
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-marketing-smb,105
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/sharepoint-farm-office-365,104
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/finance-management-apps-using-azure-database-for-mysql,103
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/iot-with-aks,102
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/gaming-using-cosmos-db,101
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/troubleshoot-vpn,100
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/sap-s4-hana-vm-on-linux,99
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-marketing-sitecore,98
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/information-chatbot,97
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/simple-branded-website,96
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/unlock-legacy-data,95
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/customer-churn-prediction,94
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/defect-prevention-with-predictive-maintenance,93
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/medical-data-storage,92
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/machine-learning-with-aks,91
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/extend-your-on-premises-big-data-investments-with-hdinsight,90
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cross-platform-chat,89
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/loan-credit-risk-analyzer-and-default-modeling,88
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/telemetry-analytics,87
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/interactive-querying-with-hdinsight,86
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/customer-360,85
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/forecast-energy-power-demand,84
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-marketing-episerver,83
https://docs.microsoft.com/azure/architecture/example-scenario/data/ecommerce-order-processing,82
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/finance-management-apps-using-azure-database-for-postgresql,81
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/social-mobile-and-web-app-with-authentication,80
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/globally-distributed-mission-critical-applications-using-cosmos-db,79
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/batch-scoring-r-models,78
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/instant-broadcasting-on-serverless-architecture,77
https://docs.microsoft.com/azure/architecture/example-scenario/ai/movie-recommendations,76
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/task-based-consumer-mobile-app,75
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/java-cicd-using-jenkins-and-azure-web-apps,74
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/aircraft-engine-monitoring-for-predictive-maintenance-in-aerospace,73
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/remote-patient-monitoring,72
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/interactive-voice-response-bot,71
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scalable-web-and-mobile-applications-using-azure-database-for-mysql,70
https://docs.microsoft.com/azure/architecture/example-scenario/ai/newsfeed-ingestion,69
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/data-cache-with-redis-cache,68
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/serverless-apps-using-cosmos-db,67
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/training-and-procedural-guidance-powered-by-mixed-reality,66
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/disaster-recovery-smb-double-take-dr,65
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/predictive-insights-with-vehicle-telematics,64
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-marketing-using-azure-database-for-postgresql,63
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scalable-web-and-mobile-applications-using-azure-database-for-postgresql,62
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/demand-forecasting-price-optimization-marketing,61
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hpc-cluster,60
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/commerce-chatbot,59
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/sap-s4-hana-on-hli-with-ha-and-dr,58
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/demand-forecasting-and-price-optimization,57
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/medium-umbraco-web-app,56
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/enterprise-productivity-chatbot,55
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hpc-risk-analysis,54
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/reference-architecture-for-oracle-database-migration-to-azure,53
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/highly-available-sharepoint-farm,52
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/serverless-application-architectures-using-event-grid,51
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/realtime-scoring-r,50
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/personalization-using-cosmos-db,49
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/messaging,48
https://docs.microsoft.com/azure/architecture/example-scenario/signalr/,47
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/sap-netweaver-on-sql-server,46
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-marketing-using-azure-database-for-mysql,45
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/retail-and-ecommerce-using-azure-database-for-mysql,44
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/dev-test-image-factory,43
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/streaming-using-hdinsight,42
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/predict-length-of-stay-and-patient-flow-with-healthcare-analytics,41
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/ops-automation-using-event-grid,40
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/quality-assurance,39
https://docs.microsoft.com/azure/architecture/example-scenario/ai/scalable-personalization,38
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/sharepoint-farm-devtest,37
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/gaming-using-azure-database-for-mysql,36
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/retail-and-ecommerce-using-azure-database-for-postgresql,35
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/predictive-maintenance,34
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/demand-forecasting-for-shipping-and-distribution,33
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/reference-architecture-for-oracle-database-on-azure,32
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/population-health-management-for-healthcare,31
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/personalized-offers,30
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/interactive-price-analytics,29
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/intelligent-apps-using-azure-database-for-mysql,28
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/digital-media-speech-text,27
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/intelligent-apps-using-azure-database-for-postgresql,26
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/faq-chatbot-with-data-champion-model,25
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/big-compute-with-azure-batch,24
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/oil-and-gas-tank-level-forecasting,23
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/speech-services,22
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hybrid-hpc-in-azure-with-hpc-pack,21
https://docs.microsoft.com/azure/architecture/reference-architectures/identity,20
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/loan-credit-risk-with-sql-server,19
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/campaign-optimization-with-sql-server,18
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/optimize-marketing-with-machine-learning,17
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/campaign-optimization-with-azure-hdinsight-spark-clusters,16
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/energy-supply-optimization,15
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/predicting-length-of-stay-in-hospitals,14
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/azure-batch-rendering,13
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/visual-assistant,12
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/retail-assistant-or-vacation-planner-with-visual-capabilities,11
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/loan-chargeoff-prediction-with-azure-hdinsight-spark-clusters,10
https://docs.microsoft.com/azure/architecture/reference-architectures/sharepoint,9
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/loan-chargeoff-prediction-with-sql-server,8
https://docs.microsoft.com/azure/architecture/example-scenario/signalr,7
https://docs.microsoft.com/azure/architecture/reference-architectures/,6
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adds-extend-domain%c2%a0,5
https://docs.microsoft.com/azure/architecture/example-scenario/,4
https://docs.microsoft.com/azure/architecture/reference-architectures/data/enterprise-bi-sqldw,3
https://docs.microsoft.com/azure/architecture/reference-architectures,2
https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/secure-vnet-hybrid,1
